resultado
#PoderData: Lula tem 52% dos votos válidos contra 48% de Bolsonaro no 2° turno das #Eleicoes2022.
“Lula me fez ser empresária. Eu era cozinheira de um hotel e eu arrendei esse hotel. Hoje dou emprego a 23 mulheres.” Dona Rosa transformou sua vida através de políticas do Lula para micro e pequenas empresas. Esse Brasil que queremos de volta! #EquipeLula 
"Levantamento divulgado nesta quinta (6) mostra o petista com vantagem para o segundo turno; no primeiro, ele teve cerca de 6 milhões de votos a mais do que o atual presidente"
"A margem de erro do levantamento é de 1,8 ponto percentual para mais ou para menos; confira "
"Hoje é o dia Nacional da Pequena e Médias Empresas. Infelizmente, elas vem sofrendo nas mãos de Bolsonaro e Paulo Guedes. Com Lula, elas voltarão a ser valorizadas e respeitadas. #EquipeLula #BrasilDaEsperança"
"Nós vamos conversar mais com o povo, nós vamos voltar a percorrer o Brasil. Porque quem teve a vitória que a gente teve (no primeiro turno), seguramente, essa vitória será aumentada para o segundo turno."
"O Nordeste foi a região em que os dois principais candidatos tiveram a maior diferença de votos. o petista fez 67%, contra 26,8% do atual presidente"
"""Meu apoio ao candidato Lula é uma resposta ao que vi nos últimos anos"", diz Tasso"
"O ex-presidente Fernando Henrique Cardoso (PSDB), de 91 anos, que governou o Brasil por dois mandatos na década de 1990, vencendo Luiz Inácio #Lula da Silva (PT) nas duas eleições, declarou, nesta quarta-feira (5/10), voto no petista na disputa de 2º turno contra o candidato à reeleição, Jair #Bolsonaro (PL)."
"Simone Tebet (MDB) ficou em terceiro lugar na corrida presidencial, com um total de 4,9 milhões de votos"
A reunião entre integrantes da campanha do ex-presidente #Lula nesta quinta-feira (6/10) com o ministrio Alexandre de #Moraes serviu para expor preocupações e pedir providências ao presidente do Tribunal Superior Eleitoral.
"Desde o momento em que minha reeleição foi confirmada e o segundo turno ficou definido entre Lula e Bolsonaro, eu tenho repetido o que disse nessa entrevista ainda na noite de ontem com Paulo Sérgio Pinto na TV Pampa: é LÓGICO que entre os dois votarei em Bolsonaro e trabalharei MUITO para impedir a volta do PT e enterrar de vez nas urnas o seu candidato, que deveria estar preso pelos seus crimes. É surreal o golpe que o STF deu na população brasileira ao anular os processos … Ver mais"
Reunião da coordenação da campanha Lula-Alckmin
Quem apoia Lula e o PT só pode fazê-lo por duas razões: por ignorância ou por mau-caratismo. Não se manifestar contra Lula nesse momento é permitir que o projeto que quase destruiu o Brasil com corrupção e inversão de valores possa se instalar novamente. É hora de união contra o partido que tem como representante o pai do mensalão e do petrolão!
"Com Lula, ampliação da rede de prevenção ao câncer. Com Bolsonaro, corte da verba contra a doença para bancar orçamento secreto! #equipeLula #BrasilDaEsperança #LulaPresidente13"
"Vamos, no Brasil inteiro, trabalhar muito, conversar muito, para termos mais votos, em todos os estados, do que tivemos no 1º turno."
Senadora fez questão de colocar em pauta um projeto que irá beneficiar a igualdade entre homens e mulheres no mercado de trabalho  #Lula #SimoneTebet #Eleiçao (Via Universa)
"#URGENTE: LULA (PT) E BOLSONARO (PL) DISPUTAM 2º TURNO PARA PRESIDENTE, PROJETA DATAFOLHA #ELEIÇÕES2022"
"Chico Alves: ""Menos pelo apoio a Lula e mais pela justificativa dada para isso, Tebet age como alguém que mostra a estatura política que parece estar em falta na vida nacional"" #SimoneTebet #Lula #Eleições2022 (via UOL Notícias)"
"Assistam essas dicas de ouro para ajudar a eleger #Lula no segundo turno, resgatar a esperança e acabar com o pior governo da história do Brasil"
"PODCAST 2+1  I A senadora e agora ex-candidata à presidência da República, Simone Tebet (MDB), concedeu entrevista ao podcast 2+1 desta semana, com Vera Magalhães e Carlos Andreazza. A política, que terminou o primeiro turno das eleições em terceiro lugar, justificou seu apoio a Lula (PT) no segundo turno pela defesa da democracia. Ela ainda apontou preocupação com a vitória de Jair Bolsonaro (PL) em meio à nova formação de extrema-direita do Congresso."
"O #Ipec (antigo Ibope) divulgou, nesta quinta-feira (5/10), a primeira pesquisa eleitoral para o segundo turno das eleições presidenciais. O levantamento é o primeiro divulgado após as críticas sobre a divergência entre o resultado real das urnas no domingo (2/10) e as projeções feitas na véspera por institutos de pesquisa."
"As imagens mostram um jovem negro sendo algemado e, em seguida, repreendido: ""Vai gritar Lula lá na África agora"" #Polícia #Lula #Racismo"
Espero vocês lá! #lula #lulapresidente
"Venha confirmar a vitoria de Lula! As pesquisas indicam que Lula é o preferido da população brasileira. Nós estaremos nas ruas, nas praças, de casa em casa. Junte-se, traga sua bandeira, desfaça fake news, converse com todo mundo."
"Ao fim do pleito, Simone Tebet (MDB) obteve 4,9 milhões de votos, o que representa 4,2% dos votos válidos. MDB liberou filiados nesta quarta"
"Ciro Gomes fez um pronunciamento dizendo que segue a decisão de seu partido (PDT) em apoiar a candidatura de Lula, mas lamenta que esta seja a saída para esta eleição."
"Precisamos de mais RESPEITO! Por isso, dia 30 é Lula 13 "
Pronunciamento de Lula em São Paulo
Maílson de Nóbrega diz que o ex-presidente precisa sinalizar que seu governo terá uma regra sobre o controle de gastos #MaílsonDeNóbrega #Lula #Eleições2022
"#Pânico | Ao analisarem as expectativas para o 2º turno das eleições, Pietra Bertolazzi e Guga Noblat discutem sobre polêmicas e valores morais da esquerda e da direita"
 DEVASTADOR: LULA DESESPERADO! Pesquisa Confirma EMPATE TÉCNICO| Esquerda Chora
"Lula, Haddad, Alckmin e França em caminhada pela Vitória. Vamos Juntos Por São Paulo e Pelo Brasil"
Hoje participamos da Plenária “Rumo à vitória de Lula” no Circo Voador. É gás total na campanha pra derrotar o genocida! 
DISCUSSÃO ESCALOU RÁPIDO
Encontro hoje com representantes do PSD pela democracia e para conquistarmos mais votos para a vitória. Vamos cuidar do Brasil de novo. 
A busca pelo voto evangélico foi um dos principais desafios da campanha do petista no primeiro turno
"Candidato do PT à Presidência fez caminhada e comício em São Bernardo do Campo (SP), cidade em que trilhou sua história como metalúrgico"
"A MÁQUINA EM AÇÃO | Um dia depois de confirmado o segundo turno em uma eleição que será decidida este mês entre o presidente Jair Bolsonaro e o ex-presidente Luiz Inácio Lula da Silva, o governo vai antecipar o pagamento do Auxílio Brasil para a próxima terça-feira, dia 11 de outubro. O cronograma original estava previsto para o dia 18."
"MEXEU COM AS UNIVERSIDADES PÚBLICAS, MEXEU COM PELOTAS! Estamos juntos na luta! "
"Luiz Inácio Lula da Silva, candidato do PT à Presidência da República, falou sobre o resultado das eleições neste domingo (2). Ele vai disputar o segundo turno com Jair Bolsonaro (PL)."
Lula fala para a população na Avenida Paulista
"A campanha do atual presidente classificou as declarações como ""inverídicas"" (Via UOL Notícias)"
PDT anuncia apoio à candidatura de Lula no 2º turno das eleições => http://glo.bo/3ruLlzX #g1
"MEI e Simples foram criações dos governos Lula que ajudaram a estimular o empreendedorismo e a geração de emprego e renda. No dia da pequena empresa, conheça nossas propostas para a economia do Brasil: https://lula.com.br/propostaslula13/ #EquipeLula #BrasilDaEsperança"
"A sondagem, feita com entrevistas presenciais e contratada pela Genial Investimentos #Lula #Bolsonaro #Eleições2022"
A relação do candidato com a TV de Edir Macedo não é boa por causa dos ataques que a IURD fez usando a emissora
"Lula ouviu VERDADES e não aguentou. Bonner, de forma LAMENTÁVEL para o jornalismo brasileiro l, agiu como ministro do STF no debate: tinha lado e não se declarou suspeito. Quando Padre Kelmon interrompeu Lula, o candidato do PTB levou pito do mediador como se fosse aluno da 5ª série. Quando o ex-presidiário Lula ficou descompensado, Bonner colocou a culpa em ambos os debatedores e ameaçou chamar intervalo. Vergonhoso!!!"
"Pesquisa contratada pela TV Globo, a primeira projeção de segundo turno, foi divulgada nesta quarta (5) (Via UOL Notícias)"
"O Presidente @jairmessiasbolsonaro acabou de comunicar oficialmente, através de uma live e coletiva de imprensa, o apoio do Governador de Minas Gerais - que teve uma expressiva votação sobre o candidato apoiado por Lula em Minas e, sagrou-se vencedor da disputa em primeiro turno."
"LULA, GUARDIÃO DOS TERRITÓRIOS | Cerimônia de proteção de Lula hoje durante encontro com lideranças indígenas do Maranhão. O ex-presidente recebeu uma lança Krepur, representando o título de Guardião dos Territórios. "
"Blog do Josias: ""A ampliação da dianteira do candidato petista sinaliza que ele saiu na frente do rival na conquista do espólio de votos do primeiro turno"" #Lula #Bolsonaro #Eleições2022 (via UOL Notícias)"
"Essa soma é muito importante! É por uma Paraíba que quer avançar ainda mais! São José de Piranhas é 40, é João. É 13, é Lula! Vamos simbora, à vitória!"
"Não se deixe enganar: Na urna, Lula é 13! #Lula13 #LulaNoPrimeiroTurno #BrasilDaEsperança"
As vezes o Lula #lula fala a verdade
Ex-presidente também elogiou o papa Francisco por não ter medo de defender as pessoas e ter sempre a coragem de se posicionar
O senador eleito Sergio Moro (União Brasil-PR) declarou apoio ao presidente Jair Bolsonaro (PL) no segundo turno das #eleicoes2022.
Votar no Lula é assinar o atestado de que o crime compensa no Brasil. Não seja cúmplice. É Jair ou já era! 
"De acordo com o colunista do UOL no PT sobre isso, principalmente por causa do bom desempenho da emedebista na campanha de 2022 #SimoneTebet #Lula #Eleições2022"
"Os economistas Armínio Fraga, Edmar Bacha, Pedro Malan e Persio Arida declararam em conjunto apoio ao candidato do PT"
"A um dia do 1º turno das #eleições, ex-presidente Luiz Inácio #Lula da Silva (PT) e o ex-governador de São Paulo, Geraldo Alckmin (PSB), fazem o último ato de campanha na Rua Augusta, região central de São Paulo, nesta manhã de sábado (1/10)."
"A falsa conservadora, a falsa moralista."
Briga de vizinhos é complicado...
 ATENÇÃO: #BOLSONARO É OU NÃO É MAÇON?
Lula defende a legalização do aborto
"Meus amigos,"
Essa foi pesada!
"#Bolsonaro é inimigo da #família, das crianças, dos jovens e da #educação. Fecha escolas, #universidades e institutos federais cortando recursos. Tem dinheiro só para o #Centrão, para o orçamento secreto e para abrir clubes de tiro. O negócio dele é fazer o “Escola em Casa” deixar tudo para as famílias. Cada família que se vire com a educação. Este é o governo do Maçonaro."
Chefe do Executivo associou a escolha da maioria dos eleitores da região pelo ex-presidente Lula no primeiro turno a índice de analfabetismo (Via UOL Notícias)
"Lula repercutiu uma fala de Bolsonaro nesta quarta-feira, quando o atual presidente disse que 'Lula venceu em 9 dos 10 estados com maior taxa de analfabetismo. E que esses estados são no Nordeste'. #Lula #Bolsonaro #NoArNaCBN "
Simone Estepi perdeu seus eleitores
A diferença é gritante
"AGENDA - Bolsonaro acaba de chegar a Belo Horizonte, em sua primeira visita a Minas Gerais no segundo turno das eleições para presidente, e é recebido por apoiadores na rua da capital mineira com o grito de ‘mito’. Na noite desta quinta-feira (6), ele participará de um evento organizado pela Federação das Indústrias do Estado de Minas Gerais (Fiemg), no pátio do Teatro Sesi Minas. "
 Um recado de peso aos amazonenses 
"Em evento em Minas Gerais, o presidente pediu a empresários que conversassem ""com os mais humildes"" a seu favor"
Mulher guerreira e cristã. 
"O presidente Jair #Bolsonaro (PL) afirmou nesta quinta-feira (6/10) que o contingenciamento de 5,8% da verba de órgãos vinculados ao Ministério da Educação “não foi por maldade”."
Bolsonaro agradece a Deus e se emociona
"As #mulheres e os deputados eleitos e reeleitos estão com nosso presidente Jair Messias Bolsonaro para o 2o turno das eleições presidenciais deste ano. O governo mostrou a força e o trabalho que fez ao longo desses anos para valorizar o público feminino e continuará fazendo ainda mais! Conte comigo, presidente. Vamos juntos, #Brasil! #Bolsonaro #TerezaCristinaSenadora #CongressoNacional"
"Lamentamos esse tipo de situação. Ver funcionários públicos expostos dessa forma. Uma família do interior, com todo carinho nos enviou um vídeo espontâneo comemorando o resultado do primeiro turno. Fiquei muito grato e gravei um vídeo para apoiadores incluindo o agradecimento a esse casal. No mesmo dia, a família foi abordada por assessor com o script do que deveriam dizer e equipe de filmagem para obrigar a família a dizer que não conhece Capitão. Um absurdo."
Existem dois países dentro de um só. O Brasil de verdade e o Brasil do Bolsonaro. 
"Pesquisa Genial/Quaest divulgada nesta quinta-feira (6/10) mostra o ex-presidente Luiz Inácio #Lula da Silva (PT) com 54% de votos válidos no segundo turno, seguido pelo presidente Jair #Bolsonaro (PL), com 46%."
"Segundo a magistrada, o vídeo faz parecer que apenas o voto no atual presidente da República seria capaz de garantir a prova de vida no INSS"
O atual presidente tem ajustado suas promessas de campanha para apresentar ao eleitor propostas semelhantes às do ex-presidente Luiz Inácio Lula da Silva (PT)
Um recadinho da Alcione pro genocida. #forabolsonaro #bolsonaro #lula
#bolsonaro #bolsonaro2022 #bolsonaro2023 #nicholasferreira # nicolasferreira #carlazambelli #simonetebet #cirogomes #lula #lula2022 #2turno #bolsonarismo # bolsonarotemrazao #padrekelmon #maconaria #evangelicos #catolicos #espiritas #pt #pl #psl #doria #marciofranca #rachadinha #flaviobolsonaro #carlosbolsonaro #sorayatronicke
"Após fala polêmica em live, presidente acusa a ""esquerda"" de ""tentar abafar conquistas como a Transposição do São Francisco"""
"Opinião do Blog do Josias: ""Um presidente que não consegue convencer o eleitor mais humilde de suas boas intenções mesmo enfiando dinheiro no bolso dele às vésperas da eleição é um analfabeto político com péssima pontaria"""
"""Ao mexer com o bolso dos brasileiros, Bolsonaro coloca em prática uma boa estratégia para que esqueçam sua gestão desastrosa da pandemia —e talvez até mesmo sua imagem imitando pessoas morrendo sem ar"" (Via Madeleine Lacsko)"
Hoje o Lula fez campanha pro Bolsonaro e falou a verdade sobre seu próprio governo. 
"Boa tarde, meus amigos!"
Quem terá seu voto no dia 30?
"São, ao menos, R$ 2,4 bilhões que foram bloqueados e podem impactar oferta de bolsas para alunos pobres e atividades essenciais para o funcionamento das instituições #Bolsonaro #Orçamento #Educação"
"Simone Tebet (MDB) ficou em terceiro lugar na corrida presidencial, com um total de 4,9 milhões de votos (via UOL Notícias)"
Deputado já fez 14 postagens contra o atual presidente desde o início da semana 
"Vai virar uma série... Tirinha de hoje: ""Boiada nas Estrelas."""
"O presidente Jair Messias Bolsonaro se reuniu hoje 06/10/2022 com Governadores, que prestaram apoio no #2Turno nas #Eleições2022 para reeleição."
"Encontro sediado em Americana reuniu cerca de 500 apoiadores, que cantaram hino nacional brasileiro."
"O Nordeste foi a região em que os dois principais candidatos tiveram a maior diferença de votos. o petista fez 67%, contra 26,8% do atual presidente"
#PoderData: Lula tem 52% dos votos válidos contra 48% de Bolsonaro no 2° turno das #Eleicoes2022.
"Opinião do Leonardo Sakamoto: ""Essa violenta tática de constrangimento pode não gerar votos, mas tende a aumentar a fratura entre dois Brasis. E, depois, o presidente diz que não estimula o 'nós contra eles'"""
"A margem de erro do levantamento é de 1,8 ponto percentual para mais ou para menos; confira  (via UOL Notícias)"
Pesquisa da Genial/Quaest aponta que apenas 16% dos evangélicos sabem qual é a verdadeira religião do presidente 
"- Terra adorada! Entre outras mil,"
""
"Presidente afirma que o programa ""vai mexer com a vida de 4 milhões de pessoas"""
"O ex-presidente Fernando Henrique Cardoso (PSDB), de 91 anos, que governou o Brasil por dois mandatos na década de 1990, vencendo Luiz Inácio #Lula da Silva (PT) nas duas eleições, declarou, nesta quarta-feira (5/10), voto no petista na disputa de 2º turno contra o candidato à reeleição, Jair #Bolsonaro (PL)."
"""Mas a índole tóxica do capitão é maior do que qualquer estratégia política"" (Via Blog do Josias)"
"Em live, presidente alega ""achar"" que essa foi a ""única vez"" que ele esteve neste tipo de espaço"
""
General Braga Neto manda um recado especial para os gaúchos! É Onyx 22 é Bolsonaro 22 #Bolsonaro #bolsonaro2022
Um dos melhores #TBT da minha vida: Este vídeo profetizando em 2016 que Jair Bolsonaro seria nosso presidente da República. 
CARMEN LÚCIA SOLTA B0MBA-ATOMICA CONTRA B0LSONARO!! DELEGADO VAI PEDIR PRlSÃO
SEGUNDO TURNO
""
Lula mais uma vez falando a verdade
"Opinião do Reinaldo Azevedo: ""Mesmo que venha a perder a eleição, ele não vai pagar nas urnas todo o mal que fez e faz ao país. Mas ainda o aguarda a Justiça"""
"Reunião com o presidente Jair Messias  Bolsonaro com deputados estaduais, deputados federais, senadores, prefeitos e líderes políticos, no Palácio da Alvorada, em Brasília. "
"- Não caiam em narrativas que tentam nos colocar contra nossos irmãos do nordeste. A esquerda divide para conquistar. Já tentaram com negros, mulheres, indígenas, etc. Agora tentam com nordestinos, para abafar conquistas como a Transposição do São Francisco, que nós concluímos."
#Bolsonaro #canibal
CARMEN LÚCIA SOLTA B0MBA-ATOMICA CONTRA B0LSONARO!! DELEGADO VAI PEDIR PRlSÃO
"A #PMMG (Polícia Militar de Minas Gerais) foi acionada na noite desta 5ª feira (6.out.2022) para investigar um “objeto suspeito” próximo ao Teatro Sesi Minas, na cidade de Belo Horizonte (MG), onde o presidente Jair #Bolsonaro (PL) participava de evento com representantes da indústria."
O religioso disse ter procurado o presidente para perguntá-lo se ele é maçom após o vídeo viralizar e relatou que a resposta foi negativa #Bolsonaro #SilasMalafaia #Maçonaria
"- Governadores de Goiás, Amazonas, Roraima e vice Presidente do União do Brasil declaram apoio à reeleição do Presidente Jair Messias Bolsonaro (06/10/22)"
#Bolsonaro #brasil #reeleicao #urna
#bolsonaro #pablomarcal #bolsonaro22 #brasil #liberdade #liberdadedeexpressao #brasilacimadetudo #direita #direitaconservadora #comunismonao #bandidonao
"O corte no preço dos combustíveis, realizado nos últimos meses, virou bandeira política do presidente em busca da reeleição"
Veja este vídeo
"- A conversa mole agrada, mas é a coragem e a firmeza que garantem a segurança e o futuro de um povo e de uma nação nos momentos decisivos. São essas virtudes que nos protegem dos ataques à nossa soberania, das chantagens dos poderosos e dos conchavos que massacram o nosso povo."
Combatendo a pobreza - Auxílio Brasil.
"Meus amigos, quero convidar a todos para o grande comício Pelo Bem do Brasil que vamos realizar na Praça do Pacificador, no Centro de Duque de Caxias, no próximo dia 22 de outubro, a partir das 18h. Estaremos com nosso governador @claudiocastrorj e o presidente @jairmessiasbolsonaro. "
Presidente participa de evento em Minas Gerais pela primeira vez neste segundo turno. Veja o vídeo do discurso de Bolsonaro 
As vezes a gente repete as coisas sem nem entender direito o que significam 
- Encontro com Empresários (06/10/22)
"- Contra tudo e contra todos, tivemos no 1° turno de 2022 uma votação mais expressiva do que aquela que tivemos em 2018. Foram quase 2 milhões de votos a mais! Também elegemos as maiores bancadas da Câmara e do Senado, o que era a nossa maior prioridade neste primeiro momento."
- Deputados Federais eleitos de todo Brasil declarando apoio à reeleição de Jair Bolsonaro no 2•turno (parte 2). (06/10/2022)
URGENTE! EX JUÍZ SÉRGIO MORO MANDA RECADO PARA NAÇÃO BRASILEIRA
As vezes o Lula #lula fala a verdade
ASSISTAM E DEPOIS DEIXEM UM COMENTÁRIO.
"A campanha do atual presidente classificou as declarações como ""inverídicas"" (Via UOL Notícias)"
"O povo assembleiano, os fiéis, os cristãos querem e precisam de uma resposta. "
A magistrada relembra que o vídeo já tinha sido reconhecido como falso e ofensivo pela Corte na eleição de 2018 #PabloMarçal #Bolsonaro #Eleições2022
"Nesse 2° turno, iremos todos com segurança, harmonia e liberdade, mobilizar as pessoas e explicar a elas a importância de exercer a cidadania e participar da melhor escolha para o Brasil. "
"Nossa deputada federal reeleita Silvia Cristina durante sua fala hoje em Brasília, deu um importante alerta para as mulheres, para que não se deixem levar por fake news."
